race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_win_value,Horse_starting_box_no,horse_rate,horse_race_degree_seconds
2024-01-15,Şanlıurfa,4,2,FEDAİ KHAN,SKG SK,3,m,SON OF SUN- KIZIM İLAYDA / LION HEART (USA),son of sun,kizim i̇layda,LION HEART (USA),61,mehmet doğan,MEHMET CAN ÇİZİK,mehmet kazi̇m çi̇zi̇k,5.65,9,28,78.64
2024-01-15,Şanlıurfa,4,3,NAZLI FATMA,K DB,3,f,KAFKASLI- İLKNUR SULTAN / INDIGO RED (GB),kafkasli,i̇lknur sultan,INDIGO RED (GB),53,mehmet şaki̇r,ALİ ÇİZİK,harun deği̇rmenci̇,7.8,10,24,79.16
2024-01-15,Şanlıurfa,4,4,MY KİNG DELAL,KG K DB,3,m,BODEMEISTER (USA)- RAGTIME BLUES (IRE) / GRAND LODGE (USA),bodemeister (usa),ragtime blues (ire),GRAND LODGE (USA),55,yunus çeli̇kbaş,ÖMER ARSLAN,muhammed arslan,58.55,4,9,79.36
2024-01-15,Şanlıurfa,4,5,GHOSTBUSTER,KG DB SK,3,m,APPROVE (IRE)- RUSALKA / MARLIN (USA),approve (ire),rusalka,MARLIN (USA),58,necmi̇ altin,İBRAHİM ŞEKER,osman demi̇r,2.3,8,29,79.44
2024-01-15,Şanlıurfa,4,6,POWERFUL GIRL,SK,3,f,VICTORY GALLOP (CAN)- TARSUS BEYAZI / BANKNOTE (GB),victory gallop (can),tarsus beyazi,BANKNOTE (GB),56,feri̇t yardimci,MAHMUT YARDIMCI,eyyüp yardimci,8.15,3,19,79.47
2024-01-15,Şanlıurfa,4,7,ONİKS,K DB,3,m,MYBOYCHARLIE (IRE)- ACOUSTIK DREAM / UNACCOUNTED FOR (USA),myboycharlie (ire),acoustik dream,UNACCOUNTED FOR (USA),56,azi̇z akdemi̇r,AHMET KILIÇCIOĞLU,mehmet hani̇fi̇ elğaç,10.3,12,0,79.7
2024-01-15,Şanlıurfa,4,8,AEGEAN THE STORM,KG DB SK,3,m,MANTICORE- GÜLFATO / KOSOVAR,manticore,gülfato,KOSOVAR,58,eray çi̇zi̇k,MUSTAFA ÇİZİK,veli̇ çi̇zi̇k,7.6,6,30,80.99
2024-01-15,Şanlıurfa,4,9,ÜÇÜZLER,KG DB SK,3,f,SIDNEY'S CANDY (USA)- PRENSES NEHIR (USA) / MIDSHIPMAN (USA),sidney's candy (usa),prenses nehir (usa),MIDSHIPMAN (USA),56,yusuf cengi̇z,HÜSEYİN KOLSUZOĞLU,veli̇ çi̇zi̇k,18.7,2,24,81.44
2024-01-15,Şanlıurfa,4,10,WESTERN DANCER,KG SK,3,f,SIDNEY'S CANDY (USA)- SONNUŞKA / BOSPORUS (IRE),sidney's candy (usa),sonnuşka,BOSPORUS (IRE),56,menderes avşar,MÜSLÜM AKBIYIK,ercan altin,46.65,1,13,81.97
2024-01-15,Şanlıurfa,4,11,MİR CEYLANI,SK,3,f,PAPA CLEM (USA)- VANİLYA / MARLIN (USA),papa clem (usa),vani̇lya,MARLIN (USA),56,hasan altundağ,MAHMUT CANLIKA,di̇lber demi̇rkapu,13.3,5,21,82.11
2024-01-15,Şanlıurfa,4,12,ZİLANHAT,DB SKG SK,3,f,ENYALIOS- BİREKO / KANEKO,enyalios,bi̇reko,KANEKO,53,ahmet hasan bayar,MEHMET NUR BECENE,sali̇h becene,78.25,7,9,82.16
2024-01-15,Şanlıurfa,5,1,JON DERE,KG SK,6,m,JOKER- ZERNİŞAN / YALAZ,joker,zerni̇şan,YALAZ,61,feri̇t yardimci,GÜLHAN YARDIMCI,eyyüp yardimci,10.05,3,59,156.28
2024-01-15,Şanlıurfa,5,2,GİRDABIN OĞLU,KG SK,4,m,BABA MEVLÜT- GİRDAP / DON JUAN,baba mevlüt,gi̇rdap,DON JUAN,60,necmi̇ altin,MEHMET KAHRAMAN,muhammed arslan,3.4,1,64,156.4
2024-01-15,Şanlıurfa,5,3,ONKUT,KG DB SK,6,m,TÜMÖZ BEY- ÇEŞMİAHU / GÖKTULUY,tümöz bey,çeşmi̇ahu,GÖKTULUY,62,mehmet emi̇n doğan,ERKAN ŞİMŞEK,mehmet gündüz,4.35,12,60,158.13
2024-01-15,Şanlıurfa,5,4,ŞİMŞEK OĞLU,SKG SK,5,m,ŞİMŞEĞİNOĞLU- KIRMATRA / SAĞANAK,şi̇mşeği̇noğlu,kirmatra,SAĞANAK,59,yunus çeli̇kbaş,NAİF KARAKEÇİ,mehmet ali̇ subay,27.85,9,58,159.47
2024-01-15,Şanlıurfa,5,5,BERKAY FIRTINASI,KG K,5,m,BERKAY EFE- SERENAT / BİLGİN,berkay efe,serenat,BİLGİN,57,hüseyi̇n altunkiliç,YAHYA İŞIK,ari̇f işik,11.7,5,50,159.49
2024-01-15,Şanlıurfa,5,6,ÖZERDİNÇ,KG DB SK,10,m,KARA YAĞIZ- SAFİCAN / KURUŞBEY,kara yağiz,safi̇can,KURUŞBEY,59,ahmet hasan bayar,FUAT CANLIKA,di̇lber demi̇rkapu,42.2,4,59,160.15
2024-01-15,Şanlıurfa,5,7,DAYI AHMET,KG DB,5,m,GÜNTAY- BERKSAR / BANAZBEY,güntay,berksar,BANAZBEY,61,i̇sa akyavuz,YAŞAR SÜSLÜ,harun deği̇rmenci̇,5.25,6,59,160.38
2024-01-15,Şanlıurfa,5,8,ÇELİKMAVİ,KG DB,8,m,KAIZBERT (RU)- SARALA / SONCAN,kaizbert (ru),sarala,SONCAN,56,ali̇ şenbahar,NURULLAH CANPOLAT,orhan görmez,8.65,2,51,160.41
2024-01-15,Şanlıurfa,5,9,KARAPINAR ASLANI,KG DB SK GKR,5,m,MERT MELİH- SABAH YAĞMURU / SANCAKBEYİ,mert meli̇h,sabah yağmuru,SANCAKBEYİ,55,mehmet şaki̇r,VEYSİ KABAL,mehmet gündüz,22.85,13,51,161.34
2024-01-15,Şanlıurfa,5,10,GÖMEÇ,SK,5,f,DEMİRDÖVEN- GÜLYÜZLÜM KIZI / BOLKAR,demi̇rdöven,gülyüzlüm kizi,BOLKAR,61,yusuf cengi̇z,MEHMET CANLIKA,yeli̇z baysal,18.15,10,58,162.72
2024-01-15,Şanlıurfa,5,11,KILIÇBAĞI,KG SK,5,m,ÖZGÜNHAN- İTİLŞAN / TIKI TORK KU (US),özgünhan,i̇ti̇lşan,TIKI TORK KU (US),60,i̇sa katar,SONGÜL NARİN,murat altin,21.6,8,57,162.8
2024-01-15,Şanlıurfa,5,12,REBER,none,10,m,GOBAKBEY- DİLANCANPOLAT / SANCAKBEYİ,gobakbey,di̇lancanpolat,SANCAKBEYİ,62,menderes avşar,İSMAİL SANCAR,ercan altin,32.3,11,60,163.18
2024-01-15,Şanlıurfa,5,13,MAZLUM AĞA,DB SK,9,m,ATOMKARINCA- GALATA / HİSARHAN,atomkarinca,galata,HİSARHAN,62,sami̇ kaplan,HALİL YAPRAK,mahsum barci̇n,16.7,14,60,163.47
2024-01-15,Şanlıurfa,5,14,DELİOĞLAN,KG SK,7,m,BERKSOY- GEYVE GÜZELİ / BOZDAĞ,berksoy,geyve güzeli̇,BOZDAĞ,61,furkan çeti̇n,MEHMET KILINÇ,mehmet şefi̇k kilinç,33.3,7,62,170.9
2024-01-15,Şanlıurfa,6,1,BOZKARA,KG SK,7,m,KAIZBERT (RU)- SALİHA / GÜNDÜZBEY,kaizbert (ru),sali̇ha,GÜNDÜZBEY,54,azi̇z akdemi̇r,MAHMUT KARAKEÇİ,mehmet ali̇ subay,8.8,7,93,99.02
2024-01-15,Şanlıurfa,6,2,BABA MERCAN,KG SK,8,m,KAIZBERT (RU)- ZARİFKIZ / HALİD,kaizbert (ru),zari̇fkiz,HALİD,55,i̇sa katar,METİN ARSLAN,vedat önder,6.1,4,81,99.24
2024-01-15,Şanlıurfa,6,3,BİLİRKİŞİ,KG K DB,7,m,KAIZBERT (RU)- ŞIPSEVDİ / HABERBATUR,kaizbert (ru),şipsevdi̇,HABERBATUR,55,eray çi̇zi̇k,FUAT CANLIKA,abdulkadi̇r çi̇zi̇k,3.0,10,86,99.73
2024-01-15,Şanlıurfa,6,4,KATIOĞLU,KG K,5,m,SARRAF- KIRİSTİNA / SAĞANAK,sarraf,kiri̇sti̇na,SAĞANAK,55,mehmet emi̇n doğan,MUSTAFA KATI,servet doğan,4.05,9,107,99.74
2024-01-15,Şanlıurfa,6,5,ALGANHAN,KG SK,8,m,ALGANBEY- İNCİNAZ / YELHAN,alganbey,i̇nci̇naz,YELHAN,55,i̇sa akyavuz,HÜLYA TEMEL,harun deği̇rmenci̇,8.35,3,87,100.29
2024-01-15,Şanlıurfa,6,6,DÖRTNALBEYİ,DB SKG SK,7,m,BALIKHAN- YILDIRIMKIZ / KARAKEMAL,balikhan,yildirimkiz,KARAKEMAL,55,feri̇t yardimci,ÖMER YARDIMCI,eyyüp yardimci,4.85,8,88,100.67
2024-01-15,Şanlıurfa,6,7,YUTANGİRDAP,KG SK,8,m,KAIZBERT (RU)- HASMİN / HASTAY,kaizbert (ru),hasmi̇n,HASTAY,55,yusuf cengi̇z,METİN ARSLAN,vedat önder,6.1,6,69,101.02
2024-01-15,Şanlıurfa,6,8,BABA BALIKHAN,KG DB SK,5,m,BALIKHAN- GÜLİBRİŞİM / DEVİRHAN,balikhan,güli̇bri̇şi̇m,DEVİRHAN,55,furkan çeti̇n,SEVİM BOĞA,mahmut doğan,13.3,1,85,106.99
2024-01-15,Şanlıurfa,6,9,DEDE YALAZ,KG SK,5,m,BERKAY EFE- ÇÖL CEYLANI / TEKELİOĞLU,berkay efe,çöl ceylani,TEKELİOĞLU,55,sami̇ kaplan,SAHDUN KAYA,resul kaya,15.8,5,71,107.57
2024-01-15,Şanlıurfa,6,10,OĞLUM KAYRA,KG SK,11,m,MAGRİP- KEBİR GÜZELİ / ALAZ,magri̇p,kebi̇r güzeli̇,ALAZ,55,menderes avşar,METİN ARSLAN,vedat önder,6.1,2,83,111.63
2024-01-15,Şanlıurfa,6,11,TAYLANIM,DB SKG SK,5,m,KAIZBERT (RU)- KARAMELEK / DEMİRKIR,kaizbert (ru),karamelek,DEMİRKIR,52,mehmet şaki̇r,NEDİM CAN,mahmut doğan,53.55,11,58,114.36
2024-01-15,Şanlıurfa,7,1,BAALBEK,KG SK,4,f,SAADIN GÜCÜ- TERSLALE / BEN ANADOLU,saadin gücü,terslale,BEN ANADOLU,58,yusuf cengi̇z,HACİ BAYRAM,osman demi̇r,57.85,2,30,100.71
2024-01-15,Şanlıurfa,7,2,ALŞİRİNOĞLU,KG K DB,4,m,TÜMÖZ BEY- İSTAMBUL KIZI / GOBAKBEY,tümöz bey,i̇stambul kizi,GOBAKBEY,57,hüseyi̇n altunkiliç,BEYAZ CAMUZ,nesi̇h camuz,6.0,11,28,101.83
2024-01-15,Şanlıurfa,7,3,RÜZGAR HAMZA,DB,4,m,SULTAN DE FAUST (FR)- ESMERGÜZELİM / DİNÇERBEY,sultan de faust (fr),esmergüzeli̇m,DİNÇERBEY,61,feri̇t yardimci,MAHMUT YARDIMCI,eyyüp yardimci,3.05,7,35,102.25
2024-01-15,Şanlıurfa,7,4,ZEKİ KIZ,DB SKG SK,5,f,UÇANOĞLU- MY AFRODİTE / BAYKAN.1,uçanoğlu,my afrodi̇te,BAYKAN.1,62,mehmet doğan,MEHMET AKTAŞ,mahsum barci̇n,5.2,12,33,102.53
2024-01-15,Şanlıurfa,7,5,AMANSIZ GÜÇ,KG SK,4,m,SARRAF- SEDAHANIM / SAKARYA,sarraf,sedahanim,SAKARYA,59,eray çi̇zi̇k,MEHMET NUR BECENE,sali̇h becene,6.4,10,31,103.49
2024-01-15,Şanlıurfa,7,6,AKKOR ATEŞ,K GKR,4,m,ATEŞTOPU- CANRÜBA / BERKOŞ,ateştopu,canrüba,BERKOŞ,59,i̇sa akyavuz,BAKİ BAKIR BOYRAZ,murat altin,5.4,13,32,104.66
2024-01-15,Şanlıurfa,7,7,ETİLER,KG K,4,f,KARAKEMAL- RÜZGARCAN / TİMURHAN,karakemal,rüzgarcan,TİMURHAN,58,ali̇ şenbahar,İLHAN TEKİNALP,di̇lber demi̇rkapu,15.95,1,31,106.12
2024-01-15,Şanlıurfa,7,8,ESİLASULTAN,DB SKG SK,5,f,HÜSMEN- SEYHATÇI / TIGRES LIGHT (US),hüsmen,seyhatçi,TIGRES LIGHT (US),61,mehmet emi̇n doğan,ERKUT ŞAHİN,veli̇ çi̇zi̇k,35.0,4,31,107.21
2024-01-15,Şanlıurfa,7,9,BALAKATUN,KG DB SK,4,f,SERHANTAY- DENİZ YOSUNU / HABERBATUR,serhantay,deni̇z yosunu,HABERBATUR,59,mehmet şaki̇r,ÖMER KARAÇİZMELİ,osman demi̇r,17.4,6,35,108.48
2024-01-15,Şanlıurfa,7,10,CANATEŞ KIZI,DB,4,f,ENDEREFE- CANATEŞ / BOZDAĞ,enderefe,canateş,BOZDAĞ,56,ahmet hasan bayar,İBRAHİM HALİL ALTINTEN,vedat önder,26.75,14,29,108.91
2024-01-15,Şanlıurfa,7,11,CESUR FIRTINA,KG K DB,4,m,JOKER- ÇÖLDESU / ODİNHAN,joker,çöldesu,ODİNHAN,59,azi̇z akdemi̇r,MEHMET NUR BECENE,sali̇h becene,6.4,8,33,109.54
2024-01-15,Şanlıurfa,7,12,ANATOLİAN,DB SK,5,f,ULUER- SİMGECAN / SONCAN,uluer,si̇mgecan,SONCAN,61,yunus çeli̇kbaş,SİNAN SADIK BİÇER,nesi̇h doğan,20.0,9,34,110.1
2024-01-15,Şanlıurfa,7,13,GONCA GÜLÜM,DB SKG SK,5,f,KAYAYÜREKLİ- ATEŞ SULTAN / ANADOLU ATEŞİ,kayayürekli̇,ateş sultan,ANADOLU ATEŞİ,61,necmi̇ altin,HALİL AKGÖBEK,osman demi̇r,30.4,5,31,110.71
2024-01-15,Şanlıurfa,8,1,THUNDER SPEED,KG DB SK,3,m,MEHMET BORA- ROYAL CUPOLA / VICTORY GALLOP (CAN),mehmet bora,royal cupola,VICTORY GALLOP (CAN),58,mehmet doğan,MUHAMMED ALP EREN,harun deği̇rmenci̇,2.95,8,0,76.86
2024-01-15,Şanlıurfa,8,2,KING HOVARDA,KG SK ÖG,3,m,SON OF SUN- ANUŞKABAY / POWERSCOURT (GB),son of sun,anuşkabay,POWERSCOURT (GB),58,mehmet emi̇n doğan,BAHRİ ÇİZİK,abdulkadi̇r çi̇zi̇k,5.95,6,25,77.28
2024-01-15,Şanlıurfa,8,3,BRITISH BREEZE,DB SKG SK,3,m,KOPENHAG- ŞEHRİBAN SULTAN / WIN RIVER WIN (USA),kopenhag,şehri̇ban sultan,WIN RIVER WIN (USA),58,yusuf cengi̇z,BAKİ BAKIR BOYRAZ,murat altin,22.15,5,0,78.81
2024-01-15,Şanlıurfa,8,4,KEEP GOING,SK,3,m,NO JOKE- JOANYKO / DIVINE LIGHT* (JPN),no joke,joanyko,DIVINE LIGHT* (JPN),58,i̇sa katar,MEHMET KATAR,vedat önder,22.4,13,25,78.99
2024-01-15,Şanlıurfa,8,5,ROZA IS HERE,KG SK,3,f,HALICARNASSUS (IRE)- RİMİNİ / SHINING WOLF,halicarnassus (ire),ri̇mi̇ni̇,SHINING WOLF,52,tolga yilmaz,MEHMET ÖZKAN,sali̇h becene,12.25,11,22,79.04
2024-01-15,Şanlıurfa,8,6,YAMAN RECEP,KG DB SK,3,m,PRESENT PERFECT- KOMŞU TINAZ / MOUNTAIN CAT (USA),present perfect,komşu tinaz,MOUNTAIN CAT (USA),56,ali̇ şenbahar,MEHMET EMİN DEMİRKAPU,di̇lber demi̇rkapu,18.8,2,9,79.72
2024-01-15,Şanlıurfa,8,7,BOY OF COŞKUN,KG SK,3,m,MYBOYCHARLIE (IRE)- MÜSTESNA / ALWAYS A CLASSIC (CAN),myboycharlie (ire),müstesna,ALWAYS A CLASSIC (CAN),58,mahmut ünlü,FATMA KAN,mehmet demi̇rol,23.3,7,14,80.23
2024-01-15,Şanlıurfa,8,8,MISS MEISTER,KG SK,3,f,BODEMEISTER (USA)- PINKY / EAGLE EYED (USA),bodemeister (usa),pinky,EAGLE EYED (USA),56,necmi̇ altin,HASAN KOÇYİĞİT,ercan altin,2.5,4,26,81.6
2024-01-15,Şanlıurfa,8,9,KIZIM ALİSYA,KG DB SK,3,f,YILDIRIMBEY- ÇUKUROVA FIRE / POWERSCOURT (GB),yildirimbey,çukurova fire,POWERSCOURT (GB),56,hasan altundağ,ÜMİT KORKMAZ,osman demi̇r,28.05,10,22,81.92
2024-01-15,Şanlıurfa,8,10,LAST CHANCE NAIL,K DB,3,f,TOCCET (USA)- PHOENIX / STRIKE THE GOLD (USA),toccet (usa),phoenix,STRIKE THE GOLD (USA),54,abdullah çankaya,ADİL ÇİZİK,veli̇ çi̇zi̇k,22.35,9,22,82.38
2024-01-15,Şanlıurfa,8,11,ÜNLÜ EDASU,KG SK,3,f,PRESSING (IRE)- MIA VENTO / DIVINE LIGHT* (JPN),pressing (ire),mia vento,DIVINE LIGHT* (JPN),56,sami̇ kaplan,FAİK ÜNLÜ,osman demi̇r,33.7,1,0,83.25
2024-01-15,Şanlıurfa,8,12,KORFALI,KG SK,3,m,CATAPULT (USA)- ALDİS / AFTER MARKET (USA),catapult (usa),aldi̇s,AFTER MARKET (USA),56,azi̇z akdemi̇r,ARZU KESKİN,mahsum barci̇n,16.15,3,23,84.11
2024-01-15,Şanlıurfa,9,1,SECRET SOUL,DB SKG SK,5,m,FROM HEAVEN (USA)- STAR KIZ / EINSTEIN (BRZ),from heaven (usa),star kiz,EINSTEIN (BRZ),60,mahmut ünlü,AHMET KORKMAZ,ercan altin,7.65,4,56,89.27
2024-01-15,Şanlıurfa,9,2,FATHER FERİT,SK,4,m,POWERSCOURT (GB)- GURU RINPOCHE / DOYOUN (IRE),powerscourt (gb),guru rinpoche,DOYOUN (IRE),63,mehmet doğan,ÖMER YARDIMCI,eyyüp yardimci,18.65,10,64,90.47
2024-01-15,Şanlıurfa,9,3,KING BALOTELLI,DB SK,4,m,HEMSWORTH (USA)- ALBATRAOZ / AFTER MARKET (USA),hemsworth (usa),albatraoz,AFTER MARKET (USA),54,azi̇z akdemi̇r,MUHAMMET FELHAN,mahsum barci̇n,7.4,3,46,90.76
2024-01-15,Şanlıurfa,9,4,KUMLUBEL,KG SK,6,m,DEHA- CESARET / BULLMARKET,deha,cesaret,BULLMARKET,59,mehmet emi̇n doğan,AHMET TADIK,abdulhami̇t yardimci,33.55,11,55,91.26
2024-01-15,Şanlıurfa,9,5,DEMENTED,K DB,6,m,LION HEART (USA)- LONE LOOK (GB) / DANEHILL (USA),lion heart (usa),lone look (gb),DANEHILL (USA),63,i̇sa akyavuz,ABDULVEHAP AKDAĞ,abdulhanan bağiş,6.65,14,62,91.29
2024-01-15,Şanlıurfa,9,6,MEYDANIN ERİ,KG SK,4,m,CUVEE (USA)- CATATONIA / VIRTUAL (GB),cuvee (usa),catatonia,VIRTUAL (GB),60,hasan altundağ,HİKMET ÇELİK,vedat önder,11.15,16,59,91.54
2024-01-15,Şanlıurfa,9,7,MINAS TIRITH,KG K,4,f,KANEKO- CANARSIE / YONAGUSKA (USA),kaneko,canarsie,YONAGUSKA (USA),60,ali̇ şenbahar,TOLGA ÇELİK,nesi̇h camuz,11.2,2,61,91.66
2024-01-15,Şanlıurfa,9,8,TEMURKHAN,KG DB SK,5,m,THREE VALLEYS (USA)- DEA GAIA (IRE) / DUKE OF MARMALADE (IRE),three valleys (usa),dea gaia (ire),DUKE OF MARMALADE (IRE),57,yusuf cengi̇z,MUZBAH YARDIMCI,eyyüp yardimci,40.1,8,50,91.71
2024-01-15,Şanlıurfa,9,9,AUGUSTIN,KG K DB,5,m,KANEKO- KEEPIN COMPANY (USA) / MINESHAFT (USA),kaneko,keepin company (usa),MINESHAFT (USA),58,feri̇t yardimci,ŞEVKET KAPLAN,servet doğan,3.8,12,53,92.37
2024-01-15,Şanlıurfa,9,10,SAURON,KG DB SK,4,m,MENDIP (USA)- MÜNEVVER HANIM / DISTANT RELATIVE (IRE),mendip (usa),münevver hanim,DISTANT RELATIVE (IRE),56,ahmet hasan bayar,SAVAŞ ERCÜMENT BECENE,sali̇h becene,24.3,5,55,92.51
2024-01-15,Şanlıurfa,9,11,OĞLUM AYAZ,K SKG,4,m,APPROVE (IRE)- FİRDEVS / VICTORY GALLOP (CAN),approve (ire),fi̇rdevs,VICTORY GALLOP (CAN),58,eray çi̇zi̇k,CÜNEYT BAŞ,abdulkadi̇r çi̇zi̇k,21.2,7,55,92.71
2024-01-15,Şanlıurfa,9,12,HAWAI STORM,DB SKG SK,8,m,HAKEEM (USA)- GOLDEN DROP / SPECTRANDO (IRE),hakeem (usa),golden drop,SPECTRANDO (IRE),57,necmi̇ altin,KEMAL ÇİZİK,veli̇ çi̇zi̇k,7.95,13,50,93.39
2024-01-15,Şanlıurfa,9,13,CHIEF RULER,DB SKG SK,4,m,GÜNGÖR BABA- ZUKU / NATIVE PROCIDA,güngör baba,zuku,NATIVE PROCIDA,57,burak bektaş,MÜZAFFER YARDIMCI,ekrem yardimci,15.8,9,52,95.97
2024-01-15,Şanlıurfa,9,14,PRENSES HİRA,DB SKG SK,6,f,PERFECTO- ELHATHRAH (IRE) / NAYEF (USA),perfecto,elhathrah (ire),NAYEF (USA),58,yunus çeli̇kbaş,BİŞAR DEMİRKAPU,di̇lber demi̇rkapu,26.0,15,56,96.86
2024-01-15,Şanlıurfa,9,15,QUICK SMART,SKG SK,4,m,LION HEART (USA)- FLAMING SLEW (USA) / SLEW CITY SLEW (USA),lion heart (usa),flaming slew (usa),SLEW CITY SLEW (USA),55,abdullah çankaya,NURULLAH CANPOLAT,veli̇ çi̇zi̇k,17.8,1,51,98.3
2024-01-16,Adana,1,1,HALLELUKA,KG DB SK,4,m,EXPANSION (USA)- MHYSA / ROYAL ABJAR (USA),expansion (usa),mhysa,ROYAL ABJAR (USA),53,vedat abi̇ş,İSMAİL HADİOĞLU,bünyami̇n polat,1.8,4,73,87.51
2024-01-16,Adana,1,2,JONAH HEX,KG DB SK,5,m,WIN RIVER WIN (USA)- CYBELE / ROYAL ABJAR (USA),win river win (usa),cybele,ROYAL ABJAR (USA),55,hişman çi̇zi̇k,AHMET İSTANBULLU,kemal savaş mucur,5.05,5,76,87.7
2024-01-16,Adana,1,3,GHOST CAT,KG K DB,4,m,MEHMET BORA- BALERİNA / MOUNTAIN CAT (USA),mehmet bora,baleri̇na,MOUNTAIN CAT (USA),55,müslüm çeli̇k,OSMAN GÜLLÜ,sei̇t kan,2.9,2,78,87.8
2024-01-16,Adana,1,4,MEMORY REMAINS,DB,4,m,WIENER WALZER (GER)- MEMORY AND MAGIC (USA) / SAHM (USA),wiener walzer (ger),memory and magic (usa),SAHM (USA),51,fati̇h sultan mehmet sansar,YÜKSEL GÖKTÜRK,i̇smet teki̇nalp,17.55,1,75,88.15
2024-01-16,Adana,1,5,CEYAR,KG K DB,6,m,YONAGUSKA (USA)- THINKER BELL / ALWAYS A CLASSIC (CAN),yonaguska (usa),thinker bell,ALWAYS A CLASSIC (CAN),57,mehmet akyavuz,TUĞBA KARA,hüseyi̇n güneş,10.35,6,79,88.42
2024-01-16,Adana,1,6,SILVER CLOUD,KG K,7,m,APPROVE (IRE)- RAIN GODDESS / GREEN GÖNEN,approve (ire),rain goddess,GREEN GÖNEN,63,yusuf cengi̇z,ÖMER DEMİR,i̇brahi̇m demi̇r,20.5,3,91,88.49
2024-01-16,Adana,1,7,MARKA POLO,KG K DB,4,m,TOROK (IRE)- VASTANYA (USA) / ROYAL ACADEMY (USA),torok (ire),vastanya (usa),ROYAL ACADEMY (USA),58,ercan çankaya,SABRİ AKSU,abdullah çi̇ftçi̇,21.75,7,84,88.82
2024-01-16,Adana,2,1,PEKALP,KG DB,6,m,TÜMÖZ BEY- DOĞUNUN YILDIZI / ÖZGÜNHAN,tümöz bey,doğunun yildizi,ÖZGÜNHAN,61,fesi̇h çeti̇nbaş,HASAN ARSLAN,müslüm örtünç,3.65,7,91,136.23
2024-01-16,Adana,2,2,ERKŞAN,K,4,m,YAKUPBEY- SUZENDE / ÖZDURAN,yakupbey,suzende,ÖZDURAN,56,mehmet nuri̇ sunkar,FAHRİYE ARSLAN,mehmet arslan,2.15,3,87,136.32
2024-01-16,Adana,2,3,BÜKEÇ,KG DB,6,m,DEMİRDÖVEN- SEÇİLAY / ALTAHA,demi̇rdöven,seçi̇lay,ALTAHA,62,mehmet sali̇h çeli̇k,MUSTAFA TÜZÜN,şefi̇k aydemi̇r,6.75,4,90,137.63
2024-01-16,Adana,2,4,TAŞTEPE,KG SK,5,m,KARA YAĞIZ- BURGAZLIM / BİLGİN,kara yağiz,burgazlim,BİLGİN,56,müslüm çeli̇k,CUMHUR BALKAROĞLU,eser yildirim,6.1,1,77,138.75
2024-01-16,Adana,2,5,SARRAFTAY,K DB,6,m,SARRAF- ÇIKMAZNUR / ÇIKMAZ,sarraf,çikmaznur,ÇIKMAZ,50,mehmet keski̇n,TUBA KARA,i̇lker köroğlu,20.9,2,61,138.94
2024-01-16,Adana,2,6,OĞLUM GİRAY,KG DB,6,m,SARRAF- SERPİLGEL / ARASLI,sarraf,serpi̇lgel,ARASLI,52,ni̇zametti̇n demi̇r,ALİ ÇELİK,yunus tuncay,20.05,8,69,140.25
2024-01-16,Adana,2,7,YÜCEL,KG DB,6,m,DEMİRDÖVEN- ZEHRA HALA / ODİNHAN,demi̇rdöven,zehra hala,ODİNHAN,59,ercan çankaya,CELAL AKIL,hali̇l çali,12.05,5,84,142.0
2024-01-16,Adana,3,1,ÇELİ BEZA,SK,3,m,GÜNGÖR BABA- MAGLADY / VICTORY GALLOP (CAN),güngör baba,maglady,VICTORY GALLOP (CAN),54,mehmet kiyak,YUSUF ÇETİN,yeli̇z baysal,3.35,1,39,126.7
2024-01-16,Adana,3,2,FAST MAN,SK,3,m,GÜNGÖR BABA- HYPATIA / BOSPORUS (IRE),güngör baba,hypatia,BOSPORUS (IRE),55,mehmet nuri̇ sunkar,CEMAL DURMAZ,mehmet çeli̇k,20.1,5,35,128.69
2024-01-16,Adana,3,3,SATIG,KG K,3,m,AUTHORIZED (IRE)- BALLYCLARE (USA) / MR.GREELEY (USA),authorized (ire),ballyclare (usa),MR.GREELEY (USA),58,hişman çi̇zi̇k,BEHÇET HOMURLU,taner türkmen,10.6,7,0,129.06
2024-01-16,Adana,3,4,MALKOÇ TAY,KG K,3,m,COOGER- TAORINA / KANEKO,cooger,taorina,KANEKO,56,kadi̇r demi̇rel,MEHMET CAHİT MALKOÇ,muzaffer kiliçseren,12.0,3,33,129.44
2024-01-16,Adana,3,5,SILENCE OF REALITY,none,3,m,APPROVE (IRE)- SILENT FORCE / WIN RIVER WIN (USA),approve (ire),silent force,WIN RIVER WIN (USA),58,mehmet sali̇h çeli̇k,ERHAN YILDIZ,ramazan taşdelen,10.45,9,27,130.04
2024-01-16,Adana,3,6,AGNODİS,DB SK,3,f,VICTORY GALLOP (CAN)- MS HERO / SEA HERO (USA),victory gallop (can),ms hero,SEA HERO (USA),56,müslüm çeli̇k,GİZEM ÇAKMAKOĞLU,yunus tuncay,4.0,6,37,130.05
2024-01-16,Adana,3,7,BLACK LORD,KG SK,3,m,CASH AKÇE- GÜLEN GELİN / PERFECT STORM,cash akçe,gülen geli̇n,PERFECT STORM,54,murat akdağ,BEŞİR KAYA,ayhan di̇nç,43.65,4,27,133.26
